,Type,Studio,Tags,Rating,Release_year
4354,TV   ,Zexcs,"Comedy, Ecchi, Seinen, Slice of Life, Coworkers, Manga Industry, Otaku Culture, Writers, Based on a Manga",3.55,2014.0
4355,TV   ,OLM,"Action, Mecha, Sci Fi",3.55,2019.0
4356,TV   ,TMS Entertainment,"Drama, Slice of Life, Canada, Countryside, Family Friendly, Family Life, Historical, Lifestyle Change, Orphans, Based on a Novel",3.55,2007.0
4357,TV   ,Toei Animation,"Action, Fantasy, Magical Girl, Baking, Cafe, Family Friendly, Food and Beverage, Henshin Heroes, Magic, Monster-of-the-week, Sentai, Superheroes, Tokusatsu",3.55,2017.0
4362,Movie,MADHOUSE,"Animal Protagonists, Dogs, Non-Human Protagonists",3.55,1987.0
4363,Movie,Shin-Ei Animation,"Adventure, Shounen, Cats, Family Friendly, Non-Human Protagonists, Robots, Based on a Manga",3.55,2012.0
4364,TV   ,Toei Animation,"Action, Shounen, Sports, Boxing, Hand to Hand Combat, Based on a Manga",3.55,2010.0
4368,Movie,SATELIGHT,"Action, Sci Fi, Original Work",3.55,2021.0
4369,TV   ,Bones,"Action, Mecha, Island, School Life, Original Work",3.55,2010.0
4371,TV   ,Zero-G,"Action, Comedy, Ecchi, Harem, Seinen, Supernatural, Based on a Manga, Nudity",3.55,2017.0
4374,TV   ,Nomad,"Comedy, Sci Fi, Slice of Life, Animal Characteristics, Based on a Light Novel",3.55,2008.0
4375,Movie,Toei Animation,"Magical Girl, Shoujo, Crossover, Henshin Heroes",3.55,2018.0
4376,Movie,Steve N' Steven,"Drama, Mystery, Romance, Based on a Movie",3.55,2015.0
4377,TV   ,TRIGGER,"Action, Mecha, Sci Fi, Amnesia, Combining Mecha, Kaijuu, Monster-of-the-week, Monsters, Based on a TV Series, Violence",3.55,2018.0
4379,TV   ,Toei Animation,"Action, Comedy, Sci Fi, Shounen, Sports, Episodic, Hand to Hand Combat, Monster-of-the-week, Superheroes, Superpowers, Tournaments, Wrestling, Based on a Manga",3.55,1983.0
4381,TV   ,The Answer Studio,"Adventure, Slice of Life, Animal Protagonists, Anthropomorphic, Family Friendly, Non-Human Protagonists, CG Animation",3.55,2012.0
4384,TV   ,Group TAC,"Fantasy, Family Friendly, Japanese Mythology, Short Episodes, Youkai",3.55,2010.0
4391,TV   ,Lerche,"Action, Adventure, Fantasy, Based on a Manga",3.55,2018.0
4392,TV   ,Studio Hibari,"Drama, Sci Fi, Seinen, Astronauts, Outer Space, Based on a Manga",3.55,2007.0
4394,Movie,The Answer Studio,"Adventure, Fantasy, Animal Protagonists, Anthropomorphic, Family Friendly, Non-Human Protagonists",3.55,2018.0
4396,TV   ,Production I.G,"Slice of Life, Family Friendly, Iyashikei, Magic, Photography, Original Work",3.55,2004.0
4399,TV   ,Gallop,"Fantasy, Sports, Soccer, Original Work",3.55,1993.0
4401,TV   ,A-1 Pictures,"Adventure, Fantasy, Sci Fi, Dystopia, noitaminA, Original Work",3.55,2011.0
4403,Movie,Ashi Productions,"Action, Mecha, Sci Fi, Original Work",3.55,1981.0
4412,TV   ,Fanworks,"Animal Protagonists, Educational, Non-Human Protagonists, Short Episodes, Based on a Picture Book",3.55,2018.0
4414,Movie,Toei Animation,"Animal Protagonists, Anthropomorphic, Bears, Family Friendly, Non-Human Protagonists, Rabbits",3.55,1986.0
4417,TV   ,TMS Entertainment,"Mystery, Seinen, Art, Based on a Manga",3.55,2005.0
4418,Movie,Shirogumi,"Action, Adventure, Fantasy, Dragon Quest, Based on a Video Game, CG Animation",3.55,2019.0
4420,Movie,Toei Animation,"Action, Fantasy, Sci Fi, Shounen, Hand to Hand Combat, Power Suits, Superpowers, Violence",3.55,1989.0
4421,TV   ,Ashi Productions,"Action, Adventure, Shounen, Martial Arts, Based on a Manga",3.55,1988.0
4424,Movie,Studio Junio,"Drama, Animal Protagonists, Non-Human Protagonists, Based on a Novel",3.55,1987.0
4425,TV   ,SHAFT,"Comedy, Seinen, Slice of Life, Cafe, Maids, Based on a Manga",3.55,2010.0
4426,TV   ,Manglobe,"Comedy, Harem, Shounen, Butlers, Master-Servant Relationship, Based on a Manga",3.55,2012.0
4427,TV   ,OLM,"Action, Mecha, Sci Fi, Family Friendly, Based on a Video Game",3.55,2012.0
4430,Movie,Toei Animation,"Family Friendly, Trains",3.55,1974.0
4431,TV   ,Actas,"Action, Comedy, Sci Fi, Parody, Superheroes",3.55,1999.0
4435,Movie,Sola Digital Arts,"Action, Sci Fi, Cyberpunk, Cyborgs, Recap, Based on a Manga, CG Animation",3.55,2021.0
4437,TV   ,A-1 Pictures,"Idols, Music, Showbiz, Based on a Mobile Game",3.55,2017.0
4440,Movie,Toei Animation,Shoujo,3.55,1978.0
4443,Movie,OLM,"Action, Fantasy, Shounen, Elemental Powers, Family Friendly, Monsters, Based on a Video Game",3.55,2010.0
4445,TV   ,Kinema Citrus,"Animal Characteristics, Music, Non-Human Protagonists, Based on a Mobile Game",3.55,2020.0
4446,TV   ,SATELIGHT,"Adventure, Sci Fi, Outer Space, School Life, Space Pirates, Based on a Light Novel",3.55,2012.0
4450,Movie,Toei Animation,"Japanese Mythology, Supernatural, Youkai",3.55,1986.0
4452,TV   ,Toei Animation,"Action, Adventure, Sci Fi, Shounen, Family Friendly, Monster-of-the-week, Monsters, Person in a Strange World",3.55,2001.0
4455,TV   ,Toei Animation,"Drama, Romance, America, Coming of Age, Europe, Based on a Novel",3.55,1976.0
4456,TV   ,SATELIGHT,"Fantasy, Reverse Harem, Shoujo, Based on an Otome Game, Based on a Visual Novel",3.55,2007.0
4457,TV   ,Production IMS,"Comedy, Seinen, Slice of Life, School Life, Siblings, Superpowers, Based on a 4-Koma Manga, Based on a Manga",3.55,2015.0
4460,Movie,SATELIGHT,"Mecha, Sci Fi, Military, Original Work",3.55,2021.0
4463,TV   ,Studio Comet,"Fantasy, Magical Girl, Family Friendly, Henshin Heroes, Magic, Music, Sanrio Characters, Original Work",3.55,2006.0
4465,TV   ,GAINAX,"Comedy, Seinen, Animal Protagonists, Crude, Hamsters, Non-Human Protagonists, Pets, Based on a Manga, Mature Themes,, Nudity,, Sexual Content",3.55,1999.0
4470,TV   ,GONZO,"Action, Ecchi, Sci Fi, Seinen, Aliens, Guns, High Stakes Games, Play or Die, Psychological, PVE, Based on a Manga, Bullying,, Explicit Sex,, Explicit Violence,, Mature Themes,, Physical Abuse,, Sexual Abuse,, Suicide,, Domestic Abuse",3.54,2004.0
4472,TV   ,MADHOUSE,"Action, Drama, Sci Fi, Seinen, Cyborgs, Guns, Noir, Robots, Based on a Manga",3.54,2019.0
4473,Movie,LIDEN FILMS,"Japanese Mythology, Supernatural, Original Work",3.54,2021.0
4474,TV   ,Radix Ace Entertainment,Sci Fi,3.54,2001.0
4476,TV   ,TMS Entertainment,"Slice of Life, Childcare, Family Friendly, Original Work",3.54,1982.0
4477,TV   ,Toei Animation,"Action, Adventure, Fantasy, Shounen, Angels, Chibi, Demons, Non-Human Protagonists",3.54,2006.0
4479,TV   ,Toei Animation,"Adventure, Fantasy, Animal Protagonists, Anthropomorphic, Family Friendly, Hamsters, Non-Human Protagonists, Pets, Original Work",3.54,2007.0
4480,TV   ,GONZO,"Drama, Romance, Seinen, Cyborgs, Human Experimentation, Melancholy, War, Based on a Manga",3.54,2002.0
4481,Movie,Yamiken Studio,"Sci Fi, Stop Motion Animation",3.54,2017.0
4482,Movie,Nippon Animation,"Comedy, Shoujo, Slice of Life, Family Friendly, Based on a Manga",3.54,2015.0
4483,TV   ,Studio Hibari,"Action, Adventure, Comedy, Sci Fi, Family Friendly, Original Work",3.54,2008.0
4489,TV   ,GONZO,"Adventure, Fantasy, Sci Fi, Aviation, Military, Steampunk, Original Work",3.54,2011.0
4490,Movie,Bones,"Action, Fantasy, Mecha, Romance, Shoujo, Isekai, Person in a Strange World, Swordplay, Original Work, Explicit Violence",3.54,2000.0
4494,Movie,Automatic Flowers Studio,"Mecha, Sci Fi",3.54,2012.0
4496,Movie,Sunrise,"Action, Sci Fi, Recap, Superpowers, Original Work",3.54,2012.0
4500,TV   ,Toei Animation,"Comedy, Romance, Sci Fi, School Life, Based on a Manga",3.54,1985.0
4502,TV   ,Magic Bus,"Comedy, Episodic, Family Friendly, Monster-of-the-week, Supernatural, Youkai, Based on a Video Game",3.54,2019.0
4503,TV   ,Seven,"Drama, Mystery, Slice of Life, Based on a Light Novel",3.54,2018.0
4505,TV   ,LIDEN FILMS,"Action, Sports, Baseball",3.54,2022.0
4507,TV   ,ILCA,"Horror, Episodic, Supernatural, Urban Legend, Original Work",3.54,2022.0
4509,TV   ,MADHOUSE,"Action, Ecchi, Seinen, Hand to Hand Combat, Martial Arts, Martial Arts School, Panty Shots, School Life, Based on a Manga, Violence",3.54,2004.0
4510,TV   ,Studio VOLN,"Action, Drama, Mystery, Shounen, Illness, Inheritance, Based on a Manga",3.54,2018.0
4512,Movie,Shin-Ei Animation,"Adventure, Comedy, Crude",3.54,2015.0
4513,Movie,Shin-Ei Animation,"Comedy, Mystery, School Life",3.54,2021.0
4514,TV   ,Toei Animation,"Action, Adventure, Sci Fi, Shounen, Family Friendly, Monster-of-the-week, Monsters",3.54,2000.0
4515,TV   ,Shin-Ei Animation,"Action, Adventure, Drama, Fantasy, Isekai, Magic, Nobility, Overpowered Main Characters, Person in a Strange World, Political, Based on a Light Novel",3.54,2020.0
4519,Movie,POLYGON PICTURES,"Action, Adventure, Horror, Mecha, Sci Fi, Aliens, Outer Space, Post-apocalyptic, Real Robot, Based on a Manga, Violence",3.54,2021.0
4521,Movie,Shanghai Animation Film Studio,"Adventure, Fantasy, Animal Protagonists, Anthropomorphic, Chinese Animation, Journey to the West, Non-Human Protagonists, Based on a Novel",3.54,1964.0
4522,TV   ,TMS Entertainment,"Action, Fantasy, Card Battles, Family Friendly, Tournaments, Based on a Card Game",3.54,2014.0
4526,TV   ,P.A. WORKS,"Comedy, Drama, Slice of Life, Supernatural, Original Work",3.54,2020.0
4527,TV   ,Studio Fantasia,"Drama, Mecha, Sci Fi, Mental Illness, Military, Outer Space, Original Work, Bullying,, Mature Themes,, Physical Abuse",3.54,2006.0
4530,TV   ,A-Real,"Reverse Harem, Romance, All-Boys School, Crossdressing, Delinquents, Hand to Hand Combat, Impersonation, Parody, School Life, Short Episodes, Based on an Otome Game, Based on a Visual Novel",3.54,2017.0
4531,TV   ,Toei Animation,"Comedy, Sports, Martial Arts, Based on a Manga",3.54,1991.0
4534,TV   ,Bridge,"Action, Fantasy, Hand to Hand Combat, Power Suits, Superpowers",3.54,2015.0
4536,TV   ,Studio Houkiboshi,"Fantasy, Josei, Romance, Isekai, Person in a Strange World, Reincarnation, Smut, Based on a Manga",3.54,2022.0
4537,Movie,Tezuka Productions,"Anime Tamago, Shorts, Supernatural",3.54,2016.0
4538,TV   ,BEE TRAIN,"Seinen, 16th Century, Feudal Japan, Historical, Samurai, Based on a Manga",3.54,2011.0
4539,TV   ,ARMS,"Drama, Ecchi, Mystery, Sci Fi, Aliens, Superpowers, Transfer Students, Based on a Manga, Emotional Abuse,, Explicit Violence,, Mature Themes,, Nudity,, Physical Abuse",3.54,2014.0
4542,TV   ,Gallop,"Action, Drama, Sci Fi, Shounen, Card Battles, High Stakes Games, Motorcycles, Tournaments, Based on a Manga",3.54,2008.0
4547,TV   ,Shanghai Animation Film Studio,"Action, Adventure, Comedy, Animal Protagonists, Chinese Animation, Non-Human Protagonists, Police, Short Episodes",3.54,1992.0
4548,TV   ,CoMix Wave Films,"BL, Drama, Fantasy, Romance, Shounen-ai, Adult Couples, Magic, Opposites Attract, Short Episodes, Original Work",3.54,2016.0
4549,TV   ,feel.,"Fantasy, Romance, Magic, Based on an Eroge, Based on a Visual Novel",3.54,2005.0
4555,TV   ,Ajia-do,"Action, Fantasy, Europe, Magic, Military, Political, War, Witches, World War 2, Original Work",3.54,2016.0
4560,Movie,Yamamura Animation,"Historical, Shorts",3.54,2019.0
4561,TV   ,Daume,"Drama, Ecchi, Romance, Cohabitation, Countryside, Love Triangle, School Life, Sudden Girlfriend Appearance, Incest,, Mature Themes,, Nudity",3.54,2003.0
4562,TV   ,Kyoto Animation,"Fantasy, Magic, Original Work",3.54,2009.0
4563,TV   ,Joker Films,"Comedy, Animal Protagonists, Anthropomorphic, Cats, Family Friendly, Feudal Japan, Historical, Non-Human Protagonists, Parody, Short Episodes, Based on a 4-Koma Manga, Based on a Manga",3.54,2020.0
4565,TV   ,Pierrot,"Action, Detectives, Based on a Movie, Violence",3.54,2001.0
4571,Movie,Toei Animation,"Japanese Mythology, Supernatural, Youkai",3.54,1986.0
4572,Movie,Toei Animation,"Fantasy, Magical Girl, Crossover, Henshin Heroes, Magic",3.54,2019.0
4574,Movie,Studio Ghibli,"Adventure, Animal Protagonists, Dogs, Family Friendly, Ghibli Museum Shorts, Non-Human Protagonists, Pets, Shorts",3.54,2001.0
4576,TV   ,TMS Entertainment,"Adventure, Family Friendly, Steampunk, Based on a Novel",3.54,2002.0
4579,Movie,Studio DEEN,"Comedy, Sci Fi, Shounen, Aliens, Non-Human Protagonists, Based on a Manga",3.54,1986.0
4581,TV   ,Nippon Animation,"Drama, Slice of Life, 19th Century, England, Europe, Historical, World Masterpiece Theater, Based on a Novel",3.54,1988.0
4583,TV   ,Kanaban Graphics,"Adventure, Comedy, Animal Protagonists, Anthropomorphic, Non-Human Protagonists, Prison, Rabbits, Short Episodes, Original Work",3.54,2006.0
4584,TV   ,Toei Animation,"Comedy, Sci Fi, Based on a Manga",3.54,1985.0
4585,Movie,Joker Films,"Comedy, Animal Protagonists, Anthropomorphic, Cats, Family Friendly, Feudal Japan, Historical, Non-Human Protagonists, Parody, Based on a 4-Koma Manga, Based on a Manga",3.54,2020.0
4586,TV   ,3xCube,"Comedy, Romance, Shounen, Romantic Comedy, School Life, Slapstick, Supernatural, Vampires, Based on a Manga",3.54,2015.0
4587,Movie,Toei Animation,"Sports, Baseball, Tournaments, Based on a Novel, Original Work",3.54,1987.0
4588,Movie,Shin-Ei Animation,"Adventure, Sci Fi, Shounen, Cats, Demons, Family Friendly, Journey to the West, Non-Human Protagonists, Robots, Time Travel, Based on a Manga",3.54,1988.0
4590,TV   ,Sunrise,"Mecha, Sci Fi",3.54,1980.0
4597,TV   ,Signal.MD,"Drama, Shounen, Angels, Battle Royale, High Stakes Games, Play or Die, Psychological, PVP, Supernatural, Based on a Manga, Mature Themes,, Suicide,, Domestic Abuse",3.54,2021.0
4600,Movie,OLM,"Adventure, Fantasy, Shounen, Elemental Powers, Family Friendly, Monsters, Based on a Video Game",3.54,2016.0
4608,TV   ,Millepensee,"Action, Fantasy, America, Contemporary Fantasy, Detectives, Guns, Person in a Strange World, Police, Urban Fantasy, Based on a Light Novel, Violence",3.54,2019.0
4609,Movie,Pierrot,"Action, Shounen, Ninja, Based on a Manga",3.53,2005.0
4611,TV   ,feel.,"Ecchi, Romance, Seinen, Brother Complex, Siblings, Based on a Manga, Incest,, Mature Themes,, Sexual Content",3.53,2010.0
4614,TV   ,J.C.Staff,"Drama, Card Battles, Psychological, Supernatural, Based on a Card Game",3.53,2014.0
4615,TV   ,Studio DEEN,"Shoujo, Demons, Exorcists, Monster-of-the-week, Supernatural, Youkai, Based on a Manga",3.53,2004.0
4616,TV   ,feel.,"Comedy, Slice of Life, Gyaru, School Life, Short Episodes, Based on a Manga",3.53,2016.0
4617,Movie,Studio Gokumi,"Comedy, Seinen, Slice of Life, Iyashikei, School Life, Based on a 4-Koma Manga, Based on a Manga",3.53,2021.0
4619,TV   ,Bones,"Mecha, Romance, Sci Fi, Aliens, Animeism, Military",3.53,2012.0
4620,TV   ,SHAFT,"Fantasy, Romance, Interspecies Relationship, Master-Servant Relationship, Vampires, Based on a Manga",3.53,2004.0
4621,TV   ,OLM,"Action, Fantasy, Card Battles, Family Friendly, Based on a Card Game",3.53,2019.0
4623,Movie,Shin-Ei Animation,"Comedy, Crude",3.53,2004.0
4624,TV   ,BEE TRAIN,"MMORPG, RPG, Virtual Reality",3.53,2006.0
4625,TV   ,TYO Animations,"Drama, Josei, Romance, Feudal Japan, Historical, Based on a Manga",3.53,2012.0
4626,TV   ,Sunrise,"Action, Power Suits, Samurai, Original Work",3.53,1988.0
4628,TV   ,Spring 1995,"Comedy, Family Friendly, Insects, Short Episodes, Stop Motion Animation",3.53,1995.0
4630,TV   ,Toei Animation,"Action, Shounen, Sports, Boxing, Hand to Hand Combat, Based on a Manga",3.53,2011.0
4631,Movie,Tatsunoko Production,"Idols, Music, Showbiz, Based on a Video Game",3.53,2015.0
4632,TV   ,TRIGGER,"Action, Mecha, Sci Fi, Combining Mecha, Kaijuu, Monsters",3.53,2021.0
4633,TV   ,Sunrise,Based on a Card Game,3.53,2012.0
4634,Movie,TMS Entertainment,"Drama, Sports, Baseball, Based on a Manga",3.53,1969.0
4635,Movie,Sanrio,"Drama, Fantasy, Animal Protagonists, Coming of Age, Countryside, Death of a Loved One, Melancholy, Non-Human Protagonists, Orphans, Revenge, Weak to Strong, Based on a Novel",3.53,1978.0
4636,TV   ,BEE TRAIN,"Mystery, Amnesia, Assassins, Conspiracy, Criminals, Europe, France, Guns, Mercenaries, Noir, Original Work",3.53,2001.0
4640,TV   ,Nippon Animation,"Drama, Romance, Shoujo, Historical, Based on a Manga",3.53,1978.0
4641,TV   ,Studio Comet,"Fantasy, Magical Girl, Family Friendly, Henshin Heroes, Magic, Music, Sanrio Characters, Short Episodes, Original Work",3.53,2007.0
4645,TV   ,Toei Animation,"Shounen, Japanese Mythology, Supernatural, Youkai, Based on a Manga",3.53,2018.0
4647,TV   ,A-1 Pictures,"Anime no Chikara, School Life, Supernatural, Time Travel, Original Work",3.53,2010.0
4649,Movie,Fanworks,"Adventure, Comedy, Fantasy, Animal Protagonists, Family Friendly, Non-Human Protagonists, San-X Characters, Based on a Fairy Tale",3.53,2019.0
4650,Movie,OLM,"Adventure, Fantasy, Elemental Powers, Family Friendly, Monsters, Based on a Video Game",3.53,2009.0
4651,TV   ,TMS Entertainment,"Action, Adventure, Mecha, Sci Fi, Original Work",3.53,1991.0
4653,TV   ,Hal Film Maker,"Drama, Shounen, Slice of Life, Apprenticeship, Magic, Magic School, School Life, Based on a Manga",3.53,2008.0
4655,TV   ,GAINAX,"Action, Shounen, School Life, Student Council, Based on a Manga",3.53,2012.0
4656,Movie,LIDEN FILMS,"Action, Fantasy, Monsters, Based on a Mobile Game",3.53,2016.0
4658,Movie,Toei Animation,"Adventure, Comedy, Shoujo, Based on a Manga",3.53,1982.0
4661,TV   ,Project No.9,"Sports, Basketball, School Life, Based on a Light Novel",3.53,2013.0
4662,TV   ,MADHOUSE,"Action, Shounen, Disability, Feudal Japan, Revenge, Samurai, Swordplay, Based on a Manga, Animal Abuse,, Explicit Sex,, Explicit Violence,, Mature Themes,, Physical Abuse,, Sexual Abuse,, Suicide",3.53,2007.0
4664,Movie,TMS Entertainment,"Comedy, Fantasy, Anthropomorphic, Family Friendly, Food Protagonists, Non-Human Protagonists, Superpowers",3.53,1992.0
4665,TV   ,Toei Animation,"Mystery, Shounen, Based on a Manga",3.53,2014.0
4666,Movie,Lerche,"Action, Drama, Mystery, Seinen, Recap, Superpowers, Based on a Manga",3.53,2015.0
4667,Movie,Toei Animation,"Action, Fantasy, Magical Girl, Family Friendly, Ghosts, Hand to Hand Combat, Henshin Heroes, Magic, Supernatural, CG Animation",3.53,2015.0
4670,TV   ,MADHOUSE,"Shounen, Sports, Soccer, Based on a Manga",3.53,2001.0
4671,Movie,Toei Animation,"Action, Adventure, Ancient China, Historical, Political, Romance of the Three Kingdoms, War, Based on a Novel",3.53,1992.0
4672,TV   ,Group TAC,"Drama, Sci Fi, Seinen, Astronauts, School Life, Supernatural, Based on a Manga",3.53,2003.0
4677,Movie,Studio Ghibli,"Comedy, Slice of Life, Family Friendly, Family Life, Based on a 4-Koma Manga, Based on a Manga",3.53,1999.0
4678,TV   ,XEBEC,"Shounen, Cars, Racing, Based on a Manga",3.53,1998.0
4681,TV   ,Project No.9,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Economics, Isekai, Kingdom Building, Management, Modern Knowledge, Overpowered Main Characters, Person in a Strange World, Based on a Light Novel",3.53,2019.0
4684,TV   ,Sparkly Key Animation Studio,"Action, Adventure, Fantasy, Ancient China, Chinese Animation, Historical, Martial Arts, Wuxia, Based on a Novel, CG Animation",3.53,2007.0
4685,Movie,MADHOUSE,"Comedy, Romance, Sci Fi, Shounen, Aliens, Based on a Manga",3.53,1991.0
4688,TV   ,Doga Kobo,"Action, Mystery, Delinquents, Gangs, Based on a Novel, Mature Themes,, Suicide",3.53,2020.0
4689,TV   ,SILVER LINK.,"Action, Ecchi, Fantasy, Romance, Seinen, Magic, Star-Crossed Lovers, War, Based on a Light Novel, Violence",3.53,2020.0
4691,TV   ,Nippon Animation,"Adventure, Drama, 19th Century, Canada, Coming of Age, Countryside, Historical, Lifestyle Change, Orphans, World Masterpiece Theater, Based on a Novel",3.53,1979.0
4692,TV   ,TMS Entertainment,"Sci Fi, Shounen, Cyborgs, Superpowers, Based on a Manga",3.53,2001.0
4695,Movie,Actas,"Europe, Political, Original Work",3.53,2021.0
4696,TV   ,Nippon Animation,"Drama, 19th Century, Countryside, Europe, Family Friendly, Historical, Teaching, World Masterpiece Theater, Based on a Novel",3.53,1993.0
4698,TV   ,Doga Kobo,"Comedy, Fantasy, Josei, Demons, Nobility, School Life, Supernatural, Based on a Manga",3.53,2013.0
